city,hotel_name,address,rating,review_count,price
Ahmedabad,Hotel O C3 Celebration City Centre,"Near Bopal Police Station, Ahmedabad",4.3,61,₹946
Ahmedabad,Hotel O Vanya Palace,"Odhav, Ahmedabad",3.7,18,₹627
Ahmedabad,Super Townhouse Prahladnagar,"Near Shell Petrol Pump, Jivaraj Park, Ahmedabad",4.5,2358,₹1667
Ahmedabad,Hotel O Shreenath,"Near Torrent Power, S. P. Ring Road, Ahmedabad",5,2,₹866
Ahmedabad,Hotel O Dream Space,"Ahmedabad, Ahmedabad",4.1,94,₹939
Ahmedabad,Hotel O by OYO Apollo,"Near Municipal Market, Navrangpura, Ahmedabad",4,129,₹951
Ahmedabad,Super Hotel O bhanu Villa,"Navrangpura, Ahmedabad",4.5,131,₹1134
Ahmedabad,Super Hotel O Vibrant Residency,"Near Vaibhav Laxmi Temple, Thaltej, Ahmedabad",4.4,178,₹1032
Ahmedabad,Hotel O Skyland,"5th Floor, Bhavya Shopping Complex, Opp- Govt Tubewell, Bopal, Ahmedabad-Gujarat",4.6,122,₹1109
Ahmedabad,Hotel O Red Apple,"Near OLD Juna Wadaj Circle, Akansha, Ahmedabad",4.2,132,₹972
Ahmedabad,Hotel O Royal,"India, Ahmedabad",4.2,11,₹826
Ahmedabad,Hotel O Keshav,"Near swastik cross road , OM Complex, Ahmedabad",4.2,53,₹914
Ahmedabad,SPOT ON Hotel Konark,"Singarwa, Ahmedabad",5,4,₹746
Ahmedabad,Hotel O by OYO RamdevGarh Resort,"Sanand, Ahmedabad",4,7,₹1329
Ahmedabad,Hotel O by OYO Star,"Near Webel IT Park, Buddha Park Chowmatha, Kolkata",5,12,₹809
Ahmedabad,Hotel O A1,"Near Swastik Cross road, Navrangpura, Ahmedabad",2.8,12,₹845
Ahmedabad,Clubhouse Nami Residency - Sabarmati Riverfront Ahmedabad,"Near Vs Hospital, V S Hospital, Ahmedabad",4.7,812,₹27332
Ahmedabad,Hotel O by OYO SR Farm,"Near- Jaldhara-3, Ahmedabad",3,1,₹1639
Ahmedabad,Super Hotel O N R,"Near Ganpati Enclave, Jatia, Guwahati",4,26,₹825
Ahmedabad,Hotel O Crystal,"Near Navrangpura Cross Road, Ashram Road, Ahmedabad",4,383,₹602
Ahmedabad,Hotel O Maple view,"Naroda, Ahmedabad",3.2,71,₹655
Ahmedabad,Hotel O by OYO Shaligram,"Vatva GIDC Phase-1, Ahmedabad",4.1,26,₹784
Ahmedabad,Hotel O Kanchan Palace,"Near Ahmedabad Railway Station,  Ashram Road",3.2,119,₹611
Ahmedabad,Hotel O Angel Park,"opp.Sanyas near ellisbridge Ashram Roadnull, Ahmedabad",2.4,6,₹934
Ahmedabad,Hotel O by OYO Happy Stay  Asalali,"Aslali, Ahmedabad",,,₹842
Ahmedabad,Super Hotel O Nana Chiloda Near Airport Formerly Green Valley,"Nana Chiloda, Ahmedabad",4.9,1424,
Ahmedabad,Hotel O Naroda GIDC Formerly Yuvraj,"Nana Chiloda, Ahmedabad",4.7,192,
Ahmedabad,Townhouse Oak Ahmedabad Junction,"Khanpur, Ahmedabad",4.7,12,
Ahmedabad,Hotel O International Airport Ahmedabad,"Hansol, Ahmedabad",5,13,
Ahmedabad,[Day Stay - 12 Hrs Slot: 8 AM to 8 PM] Hotel O Maninagar Railway Station,"Maninagar, Ahmedabad",5,12,
Ahmedabad,Collection O Ransan Circle Near Nana Chiloda,"Ahmedabad, Ahmedabad",,,
Ahmedabad,Collection O Tagore Hall Jamalpur,"Opposite Sardar Patel Market, Ahmedabad",5,13,
Ahmedabad,Hotel O Ambawadi Bus Terminal Near Ahmedabad Airport,"Krishna Complex, Ahmedabad",5,1,
Bangalore,Super Collection O REVA University Rukmini Knowledge Park,"Jala Hobli, Bangalore",5,295,₹610
Bangalore,Hotel O Bangalore Near Reva Circle Formerly CKA Boarding,"Kattigenahalli, Bangalore",4.7,923,₹617
Bangalore,Super Hotel O Hosur Road Near PES University,"South Taluk, Bangalore",4.7,5438,₹516
Bangalore,Super Townhouse RR Nagar,"BEML Layout, Near RNS Engineering college, Rajarajeshwari Nagar, Bangalore",4.4,1791,₹847
Bangalore,Hotel O Srigandhakavalu Formerly Chamundeshwari Lodging,"Srigandhakavalu, Bangalore",4.8,1031,₹896
Bangalore,Super Hotel O Gopalan Mall Bangalore Formerly Gm Comforts,"Madanayakanahalli, Bangalore",4.6,66,₹510
Bangalore,Super Townhouse Hebbal,"Yelahanka Zone, Bangalore",4.3,1583,₹789
Bangalore,Townhouse IIM Bangalore Formerly Hotel Onyx,"Bommanahalli, Bangalore",4.6,32,₹769
Bangalore,Super Townhouse Spruce Hotels Bellandur,"Bellandur, Bangalore",4.6,1092,₹1418
Bangalore,Townhouse Marathalli Formerly Krishna Boutique,"Marathahalli, Bangalore",4.6,3,₹1282
Bangalore,Palette Hotel and Resort Element Mall Bangalore Formerly Blue Diamond,"Rachanahalli, Bangalore",,,₹984
Bangalore,Townhouse MG Road Metro Station Bangalore Formerly Richmond Residency,"Near Brigade Towers, Richmond Road, Bangalore",4.6,17,₹1160
Bangalore,Super Townhouse Indiranagar Formerly Leela Park Domlur,"Domlur, Bangalore",4.7,2091,₹1336
Bangalore,Hotel O Bidadi Railway Junction Bangalore Formerly Ejalla,"Bidadi, Bangalore",4.6,4,₹481
Bangalore,Super Townhouse Kanakpura Road Formerly Panchavati Comforts,"Near Yelachenahalli Metro Station, Bangalore",4.8,3593,₹1323
Bangalore,Super Collection O Manasi Residency,"Bangalore , Bangalore",4.7,90,₹1719
Bangalore,Hotel O Abbigere Bangalore North Formerly MLV Grand,"Shettihalli Yeshwanthpura Hobli, Bangalore",4.5,242,₹484
Bangalore,Collection O Electronic City,"Phase 1, Bangalore",4.4,1539,₹472
Bangalore,Super Townhouse Ulsoor,"Near Halasuru Metro Station, Ulsoor, Bangalore",4.4,1894,₹2744
Bangalore,Super Hotel O Zen Park Bangalore Formerly Maharaja,"Rajarajeshwari Nagar, Bangalore",4.6,14,₹523
Bangalore,Super Townhouse Ulsoor Near Halasuru Metro Station,"Halasuru, Bangalore",4.3,5011,₹1062
Bangalore,Super Hotel O Thimmaiah Rd Rajajinagar,"West Of Chord Road, Shivanagar, Bangalore",4.4,3102,₹936
Bangalore,Hotel O Channasandra Metro Station Formerly Sri Krishna Nilaya,"Near SBI Bank, Kadugodi Post, Bangalore",4.2,554,₹815
Bangalore,Super Hotel O KSR Bengaluru City Junction Formerly Gurudev Residency,"Gandhi Nagar, Bangalore",4.6,977,₹578
Bangalore,Super Hotel O Madavara Metro Station Formerly APS Heritage,"Behind BIEC, Bangalore",4.6,278,₹572
Bangalore,Super Townhouse Oak AECS Layout Brookfield,"Brigade Tech Park, Bangalore",4.5,1840,₹1099
Bangalore,Super Hotel O Kachohalli Gate Formerly SRS Lodge,"Gollarhalli, Bangalore",4.6,56,₹593
Bangalore,Super Hotel O Archana Inn,"Lalbagh, Bangalore",5,1684,₹750
Bangalore,Super Townhouse Koramangala,"Koramangla, Bangalore",4.6,2445,₹1549
Bangalore,Super Collection O 8th Mile Christ University Yeshwantpur,"Shivapura, Bangalore",4.9,2188,₹602
Bangalore,Super Hotel O Bellandur Bangalore,"Near Lane 11, Bengaluru, Bangalore",4.4,2553,₹921
Bangalore,Super Townhouse Oak Electronic City Formerly Hotel Trubell,"Gollahalli, Bangalore",4.4,2436,₹1038
Bangalore,Collection O Rajajinagar Industrial Estate,"Centrally Located, Near A D Halli Park, Housing Board, Bangalore",4.1,436,₹678
Bangalore,Super Townhouse MG Road Near Commercial Street,"Near Kalyan silks commercial street, Bangalore",4.6,2227,₹852
Bangalore,Super Townhouse Oak DLF Newtown Formerly South Square,"Yelenahalli, Bangalore",4.4,2017,₹1028
Bangalore,Super Townhouse Whitefield Railway Station Formerly Kadugudi Whitefield,"East Taluk, Bangalore",4.5,649,₹660
Bangalore,Hotel O PMR Hotel,"Near Thallasary Restaurant, Prasanth Layout, Bangalore",3.7,289,₹755
Bangalore,Super Townhouse Oak Mahadevapura Opposite Phoenix Mall Formerly Grand Wilton Inn,"Hobli, Bangalore",5,5590,₹1722
Bangalore,Super Townhouse Oak Science Gallery Bengaluru Formerly Blue Ocean Residency,"RT Nagar, Bangalore",4.6,180,₹951
Bangalore,Collection O Kalyan Nagar Formerly Prime Square,"Centrally Located, Near Kalyan Nagar Bus Stand, 1st stage, Bangalore",4.5,796,₹749
Bangalore,Super Collection O Indian Music Museum Bangalore Formerly HKH Homes,"Near GR Lavender Apartments, Bangalore",4.6,498,₹760
Bangalore,Super Hotel O Ganakkal Near BGS Hospital Junction Formerly Omkar Global Inn,"Near BGS hospital, Bangalore",4.9,4248,₹617
Bangalore,Hotel O Kodgehalli Railway Station Formerly Brew & Rest Inn,"Bangalore North Taluk, Bangalore",4.6,107,₹693
Bangalore,Super Townhouse BTM Layout Near Madiwala Lake Formerly Q Rooms,"Near BTM Water Tank, Mico Layout, Bangalore",4.8,2123,₹1215
Bangalore,Super Townhouse Jeevan Bima Nagar Indranagar,"Hal, Bangalore",4.6,2594,₹1035
Bangalore,Super Townhouse Sarjapur Road Formerly Hotel Ace,"Near Doddakannelli, Bangalore",4.6,896,₹707
Bangalore,Hotel O Varcity Emerald Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"Near KEB Colony, BTM Layout 1, Bangalore",3.9,200,₹699
Bangalore,Hotel O PMR Near Ascendas Park Square Mall,"Near Thalaserry Restaurant, Prasanth Layout, Bangalore",4,493,₹755
Bangalore,Collection O Uttarahalli,"Uttarahalli, Bangalore",4.5,523,₹788
Bangalore,Super Townhouse Ramamurthy Nagar Formerly Navya International,"Near Rammamurthynagar Police Station, Bangalore",4.1,9534,₹725
Bangalore,Hotel O Compact Studio Kr Puram Near Phoenix Marketcity,"K R Puram, Bangalore",4.1,249,₹668
Bangalore,Super Collection O Summanahalli Bus Stand Formerly Elevate 58,"Near Summanahalli Bus Stop, Bangalore",4.6,786,₹685
Bangalore,Super Hotel O Jodi Sri Muneshwara Swamy Temple,"Hegganahalli Village, Bangalore",4.6,19,₹636
Bangalore,Townhouse Element Mall Bangalore Formerly Venkat Inn,"HBR Layout, Bangalore",4.2,57,₹693
Bangalore,Super Townhouse Marathahalli Near Sri Nagalingeshwar Swamy Temple Formerly Hotel Avenue,"presently Bengaluru, Bangalore",4.5,1076,₹952
Bangalore,Hotel O Dasarahalli Metro Station Bangalore Formerly Megha Ventures,"Venugopala Nagar, Bangalore",4.6,33,₹672
Bangalore,Super Hotel O GRS Hotel,"Near shanthi Nagar bus stand Nimans HOSPITEL  willson Garden Bangalore, Bangalore",4.2,102,₹682
Bangalore,Super Townhouse Reva College University,"Yelahanka Zone, Bangalore",4.9,4722,₹836
Bangalore,Super Collection O Brookefield Central Formerly Bangalore Inn,"Brookefield, Bangalore",4.9,5878,₹1054
Bangalore,Collection O Kammasandra Gate Bus Terminal Formerly Riches Inn,"Kammasandra, Bangalore",4.6,2,₹584
Chennai,Super Hotel O Janappanchatram,"Janappachathiram Koot Road, Chennai",4.4,988,₹574
Chennai,Collection O Silver Key Executive,"Perumbakkam, Chennai",3.5,205,₹593
Chennai,Hotel O Manali Crossway Chennai,"Shastri Nagar, Chennai",4.8,118,₹533
Chennai,Collection O Velachery Railway Junction Formerly Vijay Guest House,"Near Annai Velamkanni school, Keelkattalai, Chennai",4.5,145,₹660
Chennai,Collection O Yash Inn,"2, Thiruvalluvar Salai, TNHB, Sholinganallur,OMR",3.8,146,₹575
Chennai,Collection O Mappedu Chennai Formerly Nitas Business Hotel,"Kilacheri, Chennai",4.6,20,₹536
Chennai,Hotel O ECR Chennai Kanathur,"Kanchipuram, Chennai",4.3,955,₹585
Chennai,Super Hotel O Nemeli Road Sriram Nagar,"Sriperumbathur, Chennai",4.6,1007,₹645
Chennai,Super Hotel O Sriperambadhur Formerly Radha Residency,"Sri Perumbathur, Chennai",4.9,830,₹823
Chennai,Super Townhouse T Nagar Chennai,"Near tnagar bus stop, Parthasarathi Puram, Chennai",4.6,2314,₹1459
Chennai,Townhouse Chennai Outer Ring Road Formerly Radha Jayam Residency,"Kanchipuram, Chennai",,,₹1017
Chennai,Hotel O Madipakkam Lakeview Chennai Formerly Ganesh Mahal,"Medavakkam Main Road, Chennai",,,₹741
Chennai,Hotel O Nanmangalam Forestview Chennai Formerly Dap Apartment,"Tamrabaram, Chennai",,,₹896
Chennai,Super Townhouse Arcot Road Near Kauvery hospital,"Near Kesavardhini Bus Stop, Valasaravakkam, Chennai",4.4,1496,₹1474
Chennai,Super Collection O Vadapalani Formerly Mahalakshmi Inn,"Near Arumbakkam Metro Station, Chennai",4.6,1169,₹807
Chennai,Super Collection O Karumariamman Temple Thiruverkadu Formerly Sridevi Residency,"Koladi Thiruverkadu, Chennai",4.6,104,₹610
Chennai,Super Hotel O Kilambakkam New Bus Terminal Formerly TAD Homes,"Sriperumbudur Taluk, Chennai",4.9,356,₹561
Chennai,Super Collection O Kelambakkam Near Chettinad Hospital,"Kancheepuram District, Chennai",4.6,347,₹676
Chennai,"Hotel O Karapakkam, Chennai","Sholinganallur,Karapakkam,Chennai.",3.9,296,₹567
Chennai,Super Hotel O Tiruvallur Bus Terminal Formerly SK Vinoth Mahal,"Tiruvallur, Chennai",4.6,25,₹510
Chennai,Super Townhouse Guduvancheri Junction Formerly Zafe Commercial,"Chengalpattu District, Chennai",4.5,154,₹1022
Chennai,Townhouse Passport Office Saligramam Formerly K.K Nagar Residency,"Shivan Park, Chennai",4.6,29,₹1014
Chennai,Super Townhouse Oak Alandur Near Chennai Airport Formerly Vijay Park,"Near Alandur Court, Alandhur, Chennai",4.6,4200,₹1261
Chennai,Super Collection O Nanmangalam Lake Formerly Vasantham Guest House,"Near Nanmangalam Lake, Thirumalai Nagar, Chennai",4.6,141,₹902
Chennai,Super Hotel O Triplicane Formerly Park Royal,"Triplicane, Chennai",4.5,1105,₹887
Chennai,Super Collection O Chidambaram Stadium Formerly Hotel Admire Suit,"Triplicane, Chennai",4.7,428,₹752
Chennai,Super Hotel O Karanodai Formerly Sri Vari Rooms,"Near GT Road, Asansol",4.5,96,₹609
Chennai,Super Collection O Sathyabama University Sithalapakkam Formerly Srinivasa Residency,"Sithalapakkam, Chennai",4.6,445,₹731
Chennai,Hotel O Elite Residency Near Chennai International Airport,"Near Meenabakkam Metro Station, Nanganallur, Chennai",4,475,₹940
Chennai,Super Collection O Kundrathur Near Murugan Temple,"Manancherry, Chennai",4.6,549,₹764
Chennai,Collection O Elite Residency,"Nalur toll Plaza, Chennai",3.7,181,₹603
Chennai,Super Collection O OMR Perungudi Thiruvanmiyur Beach,"Sholinganallur, Chennai",4.4,2914,₹807
Chennai,Super Townhouse Oak Kodambakkam Formerly Cine City,"Near Railway Station, Chennai",4.8,859,₹2420
Chennai,Super Hotel O Purasaiwalkam,"Near Jain Temple, Purasaiwakkam, Chennai",4.7,1434,₹811
Chennai,Collection O Nibav Beach View,"Near Nibav beach ECR Soolerikadu, Chennai",4.5,359,₹794
Chennai,Super Hotel O Cooum Riverview Chennai Formerly Nimalan Residency,"Arumbakkam, Chennai",4.3,129,₹726
Chennai,Hotel O Eswar Residency,"Thiruverkadu, Chennai",4.1,362,₹624
Chennai,Hotel O Tiara Grand,"83, 3rd Cross St, Varalakshmi Nagar, Sentamil Nagar, Maduravoyal",3.7,248,₹633
Chennai,Super Collection O Ambattur Near Patravakam Railway Station,"Ambattur, Chennai",4.6,963,₹856
Chennai,Super Hotel O Porur Formerly Jeya's Elite,"Kamala Nagar, Porur, Chennai",4.6,1070,₹856
Chennai,Super Townhouse Koyambedu Metro Station Chennai Formerly SR Residency,"Nerkundram, Chennai",4.9,89,₹709
Chennai,SPOT ON JAYAM RESIDENCY,Near Arumbakkam Metro Station,3.6,354,₹880
Chennai,Super Townhouse Vanagaram Apollo Hospital Chennai Formerly V Hotels & Restaurant,"Vanagaram, Chennai",4.8,118,₹708
Chennai,Super Hotel O Oragadam Industrial Estates Chennai Formerly SSM Rooms,"Near Perumalpattu - Kottamedu Road, Chennai",4.6,19,₹584
Chennai,Super Collection O Vadapalani Metro Station Formerly Pineapple Guest House,"Vadapalani, Chennai",4.5,387,₹1018
Chennai,Hotel O Raaj Residency,"Pallavaram, Chennai",3.4,264,₹651
Chennai,Capital O Jayam Residency,"Pallavaram,Chennai",3.6,353,₹836
Chennai,Super Collection O Guduvancheri Railway Station,"Near Medanta Hospital, Medicity, Gurgaon",4.6,532,₹978
Chennai,Super Hotel O Sholinganallur Near Anjaneya Temple,"Sholinganallur, Chennai",4.6,1243,₹740
Chennai,Hotel O Elite Residency,"Rajan Nagar, Chennai",3.7,170,₹542
Chennai,Super Hotel O Chennai Central Railway Station Formerly Annakilly Tower Guest House,"Near Thanjai Murugappa Chetty Street, Park Town, Chennai",4.5,550,₹1104
Chennai,Super Townhouse Nanganallur Near Chennai Airport,"Near Airport, Nanganallur",4.6,1372,₹1092
Chennai,Super Hotel O Arcot Road Kauvery Hospital Porur Formerly Jeyas Residency,"Near Honda Show Room, Chennai",4.8,1431,₹762
Chennai,Super Hotel O Villivakkam Railway Station Formerly BV Stayz,"Villivakkam, Chennai",4.6,285,₹859
Chennai,Hotel O Grand Residency,"Near By Kamatchi Hospital, kamakotti Nagar , Pallikaranai, Chennai.",4.2,312,₹542
Chennai,Hotel O Eswar Guest House Padur,"Kelambakkam , Chennai",3.9,135,₹806
Chennai,Hotel O Eswar Guest House,"India , Chennai",4.2,183,₹672
Chennai,Super Townhouse Medavakkam Near Jayachandran,"Near Vedanta School, Medavakkam,Chennai",4.6,2113,₹845
Chennai,Super Hotel O Egmore Metro Station Chennai Formerly Harini Lodge,"Egmore, Chennai",4.5,648,₹926
Chennai,Super Hotel O Ashok Nagar Metro Station Chennai Formerly G Cloud,"Saligramam, Chennai",4.5,207,₹843
